wall_time,elapsed_s,condition,trial,object,subject,note,lifting_mode,grip_force_N,grasp_assist_offset_m,grasp_assist_offset_mm,lift_start_grip_force_N,eval_grip_target_N,grip_error_to_eval_target_N,below_eval_target,hand_distance_m,lift_start_hand_distance_m,effective_closing_m,effective_closing_mm,assist_target_hand_distance_m,q_goal_fk_hand_distance_m,lift_start_q_goal_fk_distance_m,q_goal_fk_closing_m,q_goal_fk_closing_mm,q_fk_hand_distance_m,lift_start_q_fk_distance_m,q_fk_closing_m,q_fk_closing_mm,ik_unrealized_closing_mm,robot_unrealized_closing_mm,left_ee_world_x_m,left_ee_world_y_m,left_ee_world_z_m,right_ee_world_x_m,right_ee_world_y_m,right_ee_world_z_m,grip_axis_x,grip_axis_y,grip_axis_z,left_fx_N,left_fy_N,left_fz_N,right_fx_N,right_fy_N,right_fz_N,left_tx_Nm,left_ty_Nm,left_tz_Nm,right_tx_Nm,right_ty_Nm,right_tz_Nm,left_force_cmd_x_N,left_force_cmd_y_N,left_force_cmd_z_N,right_force_cmd_x_N,right_force_cmd_y_N,right_force_cmd_z_N,right_omega_x,right_omega_y,right_omega_z,right_gripper_angle,right_gripper_button,left_q1_rad,left_q2_rad,left_q3_rad,left_q4_rad,left_q5_rad,left_q6_rad,left_q7_rad,right_q1_rad,right_q2_rad,right_q3_rad,right_q4_rad,right_q5_rad,right_q6_rad,right_q7_rad,left_q_goal1_rad,left_q_goal2_rad,left_q_goal3_rad,left_q_goal4_rad,left_q_goal5_rad,left_q_goal6_rad,left_q_goal7_rad,right_q_goal1_rad,right_q_goal2_rad,right_q_goal3_rad,right_q_goal4_rad,right_q_goal5_rad,right_q_goal6_rad,right_q_goal7_rad
2026-08-17T17:31:45.215,0.01019741129130125,on,1,box1,watanabe,,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4781186282634735,-0.12388475010226933,0.31363970338744157,nan,nan,nan,nan,nan,nan,-0.5808823704719543,-0.19709038046082644,0.778681317971021,nan,nan,nan,-0.012443196028470993,-0.5500054781068271,-0.1867520324756195,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.007411111899569389,-0.09456134929658119,-0.0392066248633349,0.0257552620023489,0,0.11559323966503143,0.04941858723759651,0.4335328936576843,-2.1299021244049072,-0.7689417600631714,1.7229634523391724,1.5514252185821533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T17:31:45.225,0.020108128897845745,on,1,box1,watanabe,,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4781184494495392,-0.12388496083651189,0.3136383968351377,nan,nan,nan,nan,nan,nan,-0.5801862478256226,-0.20441135126744153,0.7617265048254829,nan,nan,nan,-0.006603387650102377,-0.5422080371777964,-0.19331381210000784,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.007411111899569389,-0.09456134929658119,-0.0392066248633349,0.0257552620023489,0,0.11559697985649109,0.049414556473493576,0.4335324466228485,-2.1298978328704834,-0.7689438462257385,1.7229654788970947,1.551424503326416,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T17:31:45.235,0.030100942589342594,on,1,box1,watanabe,,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4781179428100586,-0.12388385448173847,0.31363672149790944,nan,nan,nan,nan,nan,nan,-0.5543311834335327,-0.18221979219442475,0.7492454532088304,nan,nan,nan,-0.014843960292637348,-0.5214849164537476,-0.1771252708072462,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.007411111899569389,-0.09456134929658119,-0.0392066248633349,0.0257552620023489,0,0.11559253185987473,0.04941730201244354,0.4335300922393799,-2.129896640777588,-0.7689398527145386,1.7229619026184082,1.55142343044281,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T17:31:45.245,0.040106380358338356,on,1,box1,watanabe,,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4781184792518616,-0.1238845499047389,0.3136369111587277,nan,nan,nan,nan,nan,nan,-0.5881834626197815,-0.2103440681043805,0.7608106116604925,nan,nan,nan,-0.0027172749396413565,-0.5432130393172507,-0.1936779081875813,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.007411111899569389,-0.09456134929658119,-0.0392066248633349,0.0257552620023489,0,0.11559324711561203,0.049417268484830856,0.43353503942489624,-2.1298980712890625,-0.7689381837844849,1.7229628562927246,1.551433801651001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T17:31:45.255,0.05011521186679602,on,1,box1,watanabe,,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4781177341938019,-0.12388485546939061,0.31363753282474327,nan,nan,nan,nan,nan,nan,-0.5896427631378174,-0.22551623814530192,0.748543033831548,nan,nan,nan,0.005737914238125086,-0.5399604195036952,-0.20463252739171456,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.007411111899569389,-0.09456134929658119,-0.0392066248633349,0.0257552620023489,0,0.11559323966503143,0.04941324517130852,0.43353208899497986,-2.1299004554748535,-0.7689387202262878,1.7229621410369873,1.551427960395813,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T17:31:45.265,0.060182949528098106,on,1,box1,watanabe,,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7786529832543109,nan,nan,nan,nan,nan,0.47811827063560486,-0.1238838650184506,0.31363595231792407,nan,nan,nan,nan,nan,nan,-0.5647104978561401,-0.19930209955670836,0.8204853229427032,nan,nan,nan,-0.0169058945029974,-0.5587414029116499,-0.18878951649975742,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.007411111899569389,-0.09456134929658119,-0.0392066248633349,0.0257552620023489,0,0.11559324711561203,0.04941535368561745,0.4335328936576843,-2.129903793334961,-0.7689381837844849,1.7229654788970947,1.5514248609542847,-0.2788930833339691,0.2735556662082672,-0.07513239979743958,-1.9499660730361938,0.7289083003997803,1.6611565351486206,-0.02111642248928547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T17:31:45.275,0.07005407195538282,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7786565807910446,nan,nan,nan,nan,nan,0.4781188368797302,-0.12388469741870868,0.3136344877149384,nan,nan,nan,nan,nan,nan,-0.5339096784591675,-0.18235904538190473,0.7798937985089824,nan,nan,nan,-0.020369233563542366,-0.5251857890746408,-0.1753069714687892,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.007411111899569389,-0.09456134929658119,-0.0392066248633349,0.0257552620023489,0,0.11559124290943146,0.0494166724383831,0.4335290789604187,-2.1298999786376953,-0.7689400911331177,1.722965955734253,1.551432490348816,-0.2788926064968109,0.2735559046268463,-0.07512841373682022,-1.9499646425247192,0.728904664516449,1.6611555814743042,-0.021115653216838837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T17:31:45.285,0.0800842484459281,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7786537147060274,nan,nan,nan,nan,nan,0.478116899728775,-0.12388366482092018,0.31363278076757367,nan,nan,nan,nan,nan,nan,-0.5201144814491272,-0.19008690186404398,0.7277736780146827,nan,nan,nan,-0.011176676489412785,-0.49681258334066747,-0.17930446307278983,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.007411111899569389,-0.09456134929658119,-0.0392066248633349,0.0257552620023489,0,0.11559323966503143,0.04941878095269203,0.4335322678089142,-2.1299002170562744,-0.7689387202262878,1.7229664325714111,1.5514283180236816,-0.27889496088027954,0.27355289459228516,-0.07512880861759186,-1.949968695640564,0.7289064526557922,1.6611539125442505,-0.021118925884366035,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T17:31:45.295,0.09003780037164688,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7786572559077649,nan,nan,nan,nan,nan,0.47811999917030334,-0.12388505566692103,0.3136364475433941,nan,nan,nan,nan,nan,nan,-0.5076345801353455,-0.1656799147724763,0.7595529918477759,nan,nan,nan,-0.027080684900283813,-0.5038927692017398,-0.1648247657529024,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.007411111899569389,-0.09456134929658119,-0.0392066248633349,0.0257552620023489,0,0.11559471487998962,0.049414537847042084,0.43353283405303955,-2.1298978328704834,-0.7689396142959595,1.7229639291763306,1.5514297485351562,-0.27889126539230347,0.27355626225471497,-0.07512641698122025,-1.9499688148498535,0.7289069294929504,1.6611539125442505,-0.021125011146068573,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T17:31:45.305,0.10010603256523609,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.778655983283821,nan,nan,nan,nan,nan,0.4781188666820526,-0.12388540337842124,0.3136357626571058,nan,nan,nan,nan,nan,nan,-0.5805945992469788,-0.13581440503656572,0.7792745980840846,nan,nan,nan,-0.04380491003394127,-0.5477601468992577,-0.15747459771698138,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.007410198383120847,-0.0945597587395296,-0.03921549087020283,0.0257552620023489,0,0.11559495329856873,0.04941727593541145,0.4335315227508545,-2.1299009323120117,-0.7689420580863953,1.7229642868041992,1.5514228343963623,-0.2788894474506378,0.273556113243103,-0.07512672990560532,-1.9499725103378296,0.7289079427719116,1.6611578464508057,-0.0211161021143198,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
