wall_time,elapsed_s,condition,trial,object,subject,note,lifting_mode,grip_force_N,grasp_assist_offset_m,grasp_assist_offset_mm,lift_start_grip_force_N,eval_grip_target_N,grip_error_to_eval_target_N,below_eval_target,hand_distance_m,lift_start_hand_distance_m,effective_closing_m,effective_closing_mm,left_ee_world_x_m,left_ee_world_y_m,left_ee_world_z_m,right_ee_world_x_m,right_ee_world_y_m,right_ee_world_z_m,grip_axis_x,grip_axis_y,grip_axis_z,left_fx_N,left_fy_N,left_fz_N,right_fx_N,right_fy_N,right_fz_N,left_tx_Nm,left_ty_Nm,left_tz_Nm,right_tx_Nm,right_ty_Nm,right_tz_Nm,left_force_cmd_x_N,left_force_cmd_y_N,left_force_cmd_z_N,right_force_cmd_x_N,right_force_cmd_y_N,right_force_cmd_z_N,right_omega_x,right_omega_y,right_omega_z,right_gripper_angle,right_gripper_button,left_q1_rad,left_q2_rad,left_q3_rad,left_q4_rad,left_q5_rad,left_q6_rad,left_q7_rad,right_q1_rad,right_q2_rad,right_q3_rad,right_q4_rad,right_q5_rad,right_q6_rad,right_q7_rad,left_q_goal1_rad,left_q_goal2_rad,left_q_goal3_rad,left_q_goal4_rad,left_q_goal5_rad,left_q_goal6_rad,left_q_goal7_rad,right_q_goal1_rad,right_q_goal2_rad,right_q_goal3_rad,right_q_goal4_rad,right_q_goal5_rad,right_q_goal6_rad,right_q_goal7_rad
2026-08-17T13:57:03.195,0.010422660037875175,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,0.7364775783368626,nan,nan,nan,0.48325315117836,-0.1345323663934932,0.30463075656632127,0.5184104442596436,0.5995576576304101,0.256933536891467,0.04773708543941949,0.9967581439229272,-0.06476398070741773,-0.559235155582428,-0.08723466196402968,0.7130689165237472,-2.0731828212738037,0.2147300588212423,1.2171796165424247,-0.033930979669094086,-0.5630946666006431,-0.14536966457644032,0.0872422382235527,-1.4023408372944246,0.3493543422229818,nan,nan,nan,nan,nan,nan,0.028564269830927524,-0.044271837598002836,0.036686262527941306,0.0030671865679323673,0,0.11497732996940613,0.04856637120246887,0.40381643176078796,-2.1279296875,-0.770871102809906,1.726004719734192,1.5301237106323242,-0.23026083409786224,0.27303242683410645,-0.23259006440639496,-1.965000867843628,0.730332612991333,1.68973970413208,-0.0198031198233366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T13:57:03.205,0.02012056391686201,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,0.7364797456682908,nan,nan,nan,0.48325031995773315,-0.13452929494190796,0.3046326479061482,0.5184128284454346,0.599562351735663,0.2569307815412456,0.04774402649158331,0.996757413893911,-0.06477009944328792,-0.5862425565719604,-0.10035489161177397,0.7540727425030257,-2.0729289054870605,0.2035569714278529,1.1814899602513391,-0.0336802639067173,-0.5949706231573718,-0.15508506106723202,0.0871301218867302,-1.3842276812378373,0.3420468794813145,nan,nan,nan,nan,nan,nan,0.028564269830927524,-0.044271837598002836,0.036686262527941306,0.0030671865679323673,0,0.11497580260038376,0.04856811836361885,0.4038145840167999,-2.1279296875,-0.7708660364151001,1.7260046005249023,1.5301260948181152,-0.23025667667388916,0.2730337083339691,-0.23259204626083374,-1.9650050401687622,0.7303344011306763,1.6897426843643188,-0.019802866503596306,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T13:57:03.215,0.030121353454887867,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,0.7364770220701266,nan,nan,nan,0.4832518994808197,-0.1345301800257267,0.30463243717190563,0.5184116959571838,0.599559053744767,0.2569334894762624,0.047740520644534455,0.9967578237635696,-0.0647663759577572,-0.5559353828430176,-0.09816993576469646,0.7447578464402087,-2.052244186401367,0.20453882441076265,1.2151976609911999,-0.03227178007364273,-0.5754976201070048,-0.15021008261394672,0.09058981388807297,-1.3917106434567041,0.3395999598973175,nan,nan,nan,nan,nan,nan,0.028564269830927524,-0.044271837598002836,0.036686262527941306,0.0030671865679323673,0,0.11497851461172104,0.0485682412981987,0.40381208062171936,-2.12793231010437,-0.7708659172058105,1.7260054349899292,1.5301302671432495,-0.23025676608085632,0.27304014563560486,-0.23258529603481293,-1.9650026559829712,0.7303351759910583,1.6897425651550293,-0.019799845293164253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T13:57:03.225,0.04013349115848541,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,0.7364808185293745,nan,nan,nan,0.4832513928413391,-0.1345316498970685,0.3046313466222004,0.5184101462364197,0.5995612348441774,0.2569292010344264,0.047738858243839326,0.9967576429310178,-0.06477038422131211,-0.5341731309890747,-0.045540091284506035,0.7136092812685053,-2.0765230655670166,0.17369462270558067,1.2613539813477836,-0.052901387214660645,-0.5497549993861268,-0.12128482692146564,0.11006800085306168,-1.425021236589895,0.3253421025145672,nan,nan,nan,nan,nan,nan,0.02855970336133426,-0.0442859678655351,0.03668714515489727,0.0030671865679323673,0,0.11497564613819122,0.048566531389951706,0.4038165807723999,-2.1279304027557373,-0.770870566368103,1.7260040044784546,1.5301250219345093,-0.2302616536617279,0.27303433418273926,-0.23259180784225464,-1.9650036096572876,0.7303345799446106,1.6897445917129517,-0.019802294671535492,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T13:57:03.235,0.05011862237006426,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,0.7364765211841885,nan,nan,nan,0.4832487404346466,-0.13452783033892224,0.3046299399711314,0.5184117555618286,0.5995607238136393,0.25693063929563187,0.04774492345070691,0.9967575788732718,-0.06476689928798182,-0.602965772151947,-0.11101473575742205,0.8003877668176773,-2.0535709857940674,0.20876960935798322,1.1879550339318192,-0.03326523303985596,-0.6216096862726521,-0.15955762141093532,0.08444146066904068,-1.3782977039460516,0.34268860739674134,nan,nan,nan,nan,nan,nan,0.02855970336133426,-0.0442859678655351,0.03668714515489727,0.0030671865679323673,0,0.11497659981250763,0.04856634885072708,0.40381279587745667,-2.1279358863830566,-0.7708667516708374,1.726004719734192,1.5301227569580078,-0.23025894165039062,0.27303168177604675,-0.23258712887763977,-1.9650028944015503,0.7303329706192017,1.6897395849227905,-0.019801167771220207,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T13:57:03.244,0.06010926514863968,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,0.7364788665803067,nan,nan,nan,0.48325127363204956,-0.13453060676256787,0.3046324740503981,0.5184102654457092,0.5995603602970709,0.2569311292527458,0.047739308497626635,0.9967576808663151,-0.06476946856485377,-0.6026527285575867,-0.09228695220900035,0.7736792246226267,-2.0598490238189697,0.22947976992611485,1.216682283729996,-0.038870882242918015,-0.6095566148292038,-0.15050489981928036,0.07999287545681,-1.3963980473606916,0.35470707627756237,nan,nan,nan,nan,nan,nan,0.028555135426220735,-0.044300097706596174,0.0366880280918931,0.0030671865679323673,0,0.11497697979211807,0.04856638237833977,0.40381455421447754,-2.1279282569885254,-0.7708688378334045,1.7260053157806396,1.5301188230514526,-0.23025579750537872,0.2730393707752228,-0.23258967697620392,-1.965004563331604,0.7303377389907837,1.6897386312484741,-0.019798994064331055,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T13:57:03.254,0.07010251935571432,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,0.7364753751238615,nan,nan,nan,0.4832504093647003,-0.13452872595945306,0.3046313202804201,0.5184112191200256,0.5995588798890169,0.25693349474461846,0.04774200325355334,0.9967578423447084,-0.06476499710228568,-0.6118993759155273,-0.0855499259885037,0.8005707052136388,-2.1006107330322266,0.2356898973199525,1.2504533311831687,-0.04589235410094261,-0.6257639325429769,-0.14824422715885308,0.08189575374126434,-1.4327347420701164,0.36334224904101986,nan,nan,nan,nan,nan,nan,0.028555135426220735,-0.044300097706596174,0.0366880280918931,0.0030671865679323673,0,0.11497899889945984,0.04856915771961212,0.4038165211677551,-2.127932071685791,-0.7708683609962463,1.7260054349899292,1.5301268100738525,-0.2302604466676712,0.2730354070663452,-0.23258817195892334,-1.9650025367736816,0.7303342223167419,1.6897379159927368,-0.019803637638688087,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T13:57:03.265,0.080121960490942,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,0.7364770765960273,nan,nan,nan,0.4832501709461212,-0.13453023797764338,0.3046301032901694,0.5184100270271301,0.5995590695498353,0.2569314927693142,0.04774059804212319,0.9967578501158721,-0.06476591334154834,-0.6208378076553345,-0.10650158799860276,0.8150002267103741,-2.0992534160614014,0.2555998156754078,1.2551539691975886,-0.03765431046485901,-0.635798949659451,-0.15950879428693546,0.07344473153352737,-1.4352401614798467,0.3746397539312135,nan,nan,nan,nan,nan,nan,0.028551989187589,-0.04429888359210144,0.03668060396874434,0.0030671865679323673,0,0.1149749904870987,0.048566196113824844,0.40381455421447754,-2.127931833267212,-0.7708711624145508,1.7260054349899292,1.5301227569580078,-0.23025506734848022,0.27303779125213623,-0.2325896918773651,-1.965000867843628,0.7303356528282166,1.6897410154342651,-0.01980379782617092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T13:57:03.275,0.09013518411666155,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,0.7364814773085243,nan,nan,nan,0.4832528829574585,-0.13453314611019063,0.3046328006884741,0.5184125304222107,0.5995605710313134,0.256933953091596,0.047740029516075984,0.9967578815753163,-0.06476584824806972,-0.5569837689399719,-0.03392888740084582,0.7683852643482947,-2.053617238998413,0.32596798321495396,1.2066219152841426,-0.06575538963079453,-0.5820364086255303,-0.1178335479374541,0.03668734058737755,-1.3922546749772828,0.4069265158203779,nan,nan,nan,nan,nan,nan,0.028556596175473514,-0.04429860674182041,0.036673907651361415,0.0030671865679323673,0,0.11497659981250763,0.048567477613687515,0.40380990505218506,-2.1279265880584717,-0.7708690762519836,1.7260054349899292,1.5301259756088257,-0.23026379942893982,0.27303430438041687,-0.23258738219738007,-1.9650039672851562,0.7303365468978882,1.6897423267364502,-0.01980055309832096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-08-17T13:57:03.285,0.10018077306449413,on,1,box1,watanabe,,0,0.0,nan,nan,nan,nan,nan,0,0.7364775126705477,nan,nan,nan,0.483251690864563,-0.13452994821805986,0.30463178389575374,0.51841139793396,0.5995597491677676,0.25693233043792835,0.04774036744435556,0.9967577892825786,-0.06476701954532457,-0.5413241386413574,-0.07369692563493652,0.7490660340747195,-2.0220744609832764,0.24904804592754087,1.169223415020183,-0.04467284306883812,-0.5666438737871697,-0.13359756509858972,0.06624246388673782,-1.357643809420682,0.362688888595404,nan,nan,nan,nan,nan,nan,0.028561163775891463,-0.0442844773424656,0.03667302451278656,0.0030671865679323673,0,0.11497770249843597,0.048564475029706955,0.4038127660751343,-2.127932548522949,-0.7708666920661926,1.7260079383850098,1.5301196575164795,-0.23025773465633392,0.2730356454849243,-0.2325897067785263,-1.9650001525878906,0.7303347587585449,1.6897417306900024,-0.019805770367383957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
